club,nation,league,name,rating,position,price,card_types
FC Barcelona,Portugal,LaLiga Santander,Francisco Mota Castro Trincão,78,RW,1.2K,ucl_non_rare gold rare
Paris SG,France,Ligue 1 Conforama,Abdou Diallo,78,CB,2.3K,ucl_rare gold rare
Atalanta,Italy,Serie A TIM,Mattia Caldara,78,CB,2.6K,ucl_non_rare gold rare
Atalanta,Netherlands,Serie A TIM,Hans Hateboer,78,RM,3.8K,ucl_rare gold rare
Atalanta,Switzerland,Serie A TIM,Remo Freuler,78,CM,1.7K,ucl_non_rare gold rare
Lokomotiv Moscow,Russia,League of Russia (RUS 1),Guilherme Alvim Marinato,78,GK,1.6K,ucl_non_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Roque Mesa Quevedo,78,CM,0,ucl_non_rare gold rare
RB Leipzig,France,Bundesliga,Ibrahima Konaté,78,CB,2.1K,ucl_rare gold rare
Sevilla FC,Morocco,LaLiga Santander,Youssef En-Nesyri,78,ST,1.2K,ucl_non_rare gold rare
RB Leipzig,Denmark,Bundesliga,Yussuf Poulsen,78,ST,1.7K,ucl_rare gold rare
K Beerschot VA,Austria,1A Pro League (BEL 1),Raphael Holzhauser,78,CM,17.25K,if gold rare
Spartak Moscow,Nigeria,League of Russia (RUS 1),Victor Moses,78,RM,700,gold rare
Leeds United,England,Premier League,Patrick Bamford,78,ST,22.5K,if gold rare
SV Darmstadt 98,Germany,Bundesliga 2 (GER 2),Tobias Kempe,78,CM,21.25K,if gold rare
Al Hilal,Argentina,MBS Pro League (SAU 1),Luciano Vietto,78,LW,600,gold non-rare
OL,Brazil,Ligue 1 Conforama,Bruno Guimarães Moura,78,CM,0,console_de gold rare
Vélez Sarsfield,Argentina,CONMEBOL Sudamericana,Cristian Tarragona,78,ST,18.25K,sudamericana_m gold rare
AJ Auxerre,France,Ligue 2 (FRA 2),Mickaël Le Bihan,78,ST,17.25K,if gold rare
FC Dinamo 1948,Romania,Liga I (ROM 1),Deian Sorescu,78,RB,19K,if gold rare
Empoli,Italy,Calcio B (ITA 2),Leonardo Mancuso,78,ST,15.25K,if gold rare
Brentford,Spain,EFL Championship (ENG 2),Sergi Canós,78,LW,23K,if gold rare
Abha Club,Sweden,MBS Pro League (SAU 1),Carlos Strandberg,78,ST,14K,if gold rare
Villarreal CF,France,LaLiga Santander,Etienne Capoue,78,CDM,950,gold non-rare
FC Schalke 04,Bosnia and Herzegovina,Bundesliga,Sead Kolašinac,78,LB,700,gold rare
Club Brugge,Netherlands,1A Pro League (BEL 1),Bas Dost,78,ST,500,gold non-rare
Club Brugge,Netherlands,1A Pro League (BEL 1),Bas Dost,78,ST,0,ucl_non_rare gold rare
KAS Eupen,Bosnia and Herzegovina,1A Pro League (BEL 1),Smail Prevljak,78,ST,14K,if gold rare
Lanús,Argentina,CONMEBOL Sudamericana,Alexander Bernabei,78,LB,10.5K,sudamericana_m gold rare
Lokomotiv Moscow,Brazil,League of Russia (RUS 1),Pablo Nascimento Castro,78,CB,1.7K,gold non-rare
Lokomotiv Moscow,Brazil,League of Russia (RUS 1),Pablo Nascimento Castro,78,CB,0,ucl_non_rare gold rare
FC Lorient,France,Ligue 1 Conforama,Laurent Abergel,78,CM,14.75K,if gold rare
Slavia Praha,Czech Republic,Česká Liga (CZE 1),Jan Kuchta,78,ST,11K,if gold rare
SD Huesca,Spain,LaLiga Santander,Rafael Mir Vicente,78,ST,29.5K,if gold rare
Lazio,Argentina,Serie A TIM,Mateo Musacchio,78,CB,0,ucl_non_rare gold rare
Lazio,Argentina,Serie A TIM,Mateo Musacchio,78,CB,1.7K,gold non-rare
Fiorentina,Russia,Serie A TIM,Alexandr Kokorin,78,ST,700,gold non-rare
Fiorentina,France,Serie A TIM,Kévin Malcuit,78,RB,850,gold rare
FC Schalke 04,Germany,Bundesliga,Shkodran Mustafi,78,CB,900,gold non-rare
1. FSV Mainz 05,Germany,Bundesliga,Danny da Costa,78,RWB,600,gold non-rare
Toluca,Argentina,LIGA BBVA MX (MEX 1),Alexis Canelo,78,LM,11.25K,if gold rare
1. FC Köln,Kosovo,Bundesliga,Elvis Rexhbecaj,78,CM,13.25K,if gold rare
Dortmund,Brazil,Bundesliga,Reinier,78,CF,0,future_stars gold rare
Leicester City,France,Premier League,Fofana,78,CB,0,future_stars gold rare
Liverpool,Belgium,Premier League,Divock Origi,77,ST,950,gold rare
Liverpool,Japan,Premier League,Takumi Minamino,77,RW,1.2K,gold rare
Milan,Italy,Serie A TIM,Andrea Conti,77,RB,2K,gold non-rare
Milan,Côte d'Ivoire,Serie A TIM,Franck Yannick Kessié,77,CM,1.2K,gold rare
Brescia,Italy,Calcio B (ITA 2),Sandro Tonali,77,CDM,0,gold rare
Paris SG,France,Ligue 1 Conforama,Layvin Kurzawa,77,LB,1.3K,gold non-rare
Paris SG,Germany,Ligue 1 Conforama,Thilo Kehrer,77,CB,1.2K,gold rare
Paris SG,Spain,Ligue 1 Conforama,Sergio Rico,77,GK,1K,gold non-rare
Inter,Italy,Serie A TIM,Danilo D'Ambrosio,77,RB,1.2K,gold non-rare
Inter,England,Serie A TIM,Ashley Young,77,RM,1.2K,gold non-rare
Piemonte Calcio,Sweden,Serie A TIM,Kulusevski,77,RW,2.9K,gold non-rare
Manchester Utd,England,Premier League,Mason Greenwood,77,RM,750,gold rare
Sheffield Utd,England,Premier League,George Baldock,77,RWB,550,gold non-rare
V. Guimarães,England,Liga NOS (POR 1),Marcus Edwards,77,RW,750,gold non-rare
OGC Nice,France,Ligue 1 Conforama,Hassane Kamara,77,LB,1K,gold rare
PSV,Netherlands,Eredivisie (NED 1),Mohamed Ihattaren,77,CAM,500,gold non-rare
Chelsea,England,Premier League,Reece James,77,RB,4.2K,gold rare
Manchester Utd,Wales,Premier League,Daniel James,77,RM,800,gold rare
Vélez Sarsfield,Argentina,CONMEBOL Sudamericana,Ricardo Centurión,77,RW,1K,sudamericana gold rare
FC Schalke 04,Morocco,Bundesliga,Amine Harit,77,CAM,600,gold non-rare
Club Brugge,Senegal,1A Pro League (BEL 1),Krépin Diatta,77,RM,1.5K,gold non-rare
Feyenoord,Netherlands,Eredivisie (NED 1),Ridgeciano Haps,77,LB,750,gold rare
Ajax,Morocco,Eredivisie (NED 1),Noussair Mazraoui,77,RB,700,gold rare
AZ,Morocco,Eredivisie (NED 1),Oussama Idrissi,77,LW,2.8K,gold non-rare
Feyenoord,Argentina,Eredivisie (NED 1),Marcos Senesi,77,CB,800,gold non-rare
AZ,Netherlands,Eredivisie (NED 1),Owen Wijndal,77,LB,550,gold non-rare
LOSC,Turkey,Ligue 1 Conforama,Mehmet Zeki Çelik,77,RB,550,gold non-rare
Derby County,England,EFL Championship (ENG 2),Wayne Rooney,77,CAM,2.1K,gold non-rare
Hertha Berlin,Norway,Bundesliga,Rune Almenning Jarstein,77,GK,450,gold non-rare
CD Leganés,Spain,LaLiga SmartBank (ESP 2),Iván Cuéllar Sacristán,77,GK,400,gold non-rare
Montpellier,Brazil,Ligue 1 Conforama,Vitorino Hilton da Silva,77,CB,850,gold non-rare
West Ham,Scotland,Premier League,Robert Snodgrass,77,RM,2.8K,gold non-rare
Galatasaray,Netherlands,Süper Lig (TUR 1),Ryan Babel,77,LW,500,gold non-rare
Tijuana,Mexico,LIGA BBVA MX (MEX 1),Jonathan Orozco,77,GK,400,gold non-rare
Crystal Palace,England,Premier League,Gary Cahill,77,CB,700,gold non-rare
Burnley,England,Premier League,Jack Cork,77,CDM,500,gold non-rare
LA Galaxy,Mexico,Major League Soccer (MLS),Jonathan dos Santos,77,CM,600,gold non-rare
Real Betis,Chile,LaLiga Santander,Claudio Bravo,77,GK,450,gold non-rare
Shijiazhuang,Brazil,Chinese FA Super L. (CHN 1),Matheus Leite Nascimento,77,LW,500,gold non-rare
Amiens SC,France,Ligue 2 (FRA 2),Régis Gurtner,77,GK,500,gold non-rare
Hellas Verona,Portugal,Serie A TIM,Miguel Luís Pinto Veloso,77,CM,500,gold non-rare
Club Brugge,Netherlands,1A Pro League (BEL 1),Ruud Vormer,77,CM,500,gold non-rare
SL Benfica,Morocco,Liga NOS (POR 1),Adel Taarabt,77,CM,500,gold non-rare
FC Schalke 04,Germany,Bundesliga,Ralf Fährmann,77,GK,650,gold non-rare
Rennes,France,Ligue 1 Conforama,Damien Da Silva,77,CB,850,gold non-rare
Roma FC,Argentina,Serie A TIM,Federico Fazio,77,CB,950,gold non-rare
Brighton,England,Premier League,Adam Lallana,77,CM,750,gold rare
AS Monaco,Montenegro,Ligue 1 Conforama,Stevan Jovetić,77,ST,750,gold non-rare
CD Leganés,Venezuela,LaLiga SmartBank (ESP 2),Roberto Rosales,77,RWB,400,gold non-rare
Sivasspor,Côte d'Ivoire,Süper Lig (TUR 1),Max-Alain Gradel,77,LW,450,gold non-rare
Everton,England,Premier League,Fabian Delph,77,CDM,700,gold non-rare
West Ham,Italy,Premier League,Angelo Ogbonna,77,CB,1K,gold non-rare
Sheffield Utd,England,Premier League,Chris Basham,77,CB,800,gold non-rare
Qingdao Huanghai,France,Chinese FA Super L. (CHN 1),Romain Alessandrini,77,RM,800,gold non-rare
León,Mexico,LIGA BBVA MX (MEX 1),Luis Montes,77,CM,750,gold non-rare
Manchester Utd,Nigeria,Premier League,Odion Ighalo,77,ST,800,gold non-rare
AFC Bournemouth,Norway,EFL Championship (ENG 2),Joshua King,77,CF,950,gold rare
Atlético de Madrid,Croatia,LaLiga Santander,Nikola Kalinić,77,ST,2.8K,gold non-rare
Sheffield Utd,Northern Ireland,Premier League,Oliver Norwood,77,CM,500,gold non-rare
Crystal Palace,Netherlands,Premier League,Patrick van Aanholt,77,LB,800,gold rare
Cruz Azul,Mexico,LIGA BBVA MX (MEX 1),Elías Hernández,77,RM,600,gold non-rare
Newcastle Utd,Scotland,Premier League,Matt Ritchie,77,RM,450,gold non-rare
Granada CF,Spain,LaLiga Santander,Ángel Montoro Sánchez,77,CDM,550,gold non-rare
Crystal Palace,Senegal,Premier League,Cheikhou Kouyaté,77,CDM,700,gold rare
Burnley,England,Premier League,Ashley Barnes,77,ST,550,gold non-rare
Atalanta,Brazil,Serie A TIM,Rafael Tolói,77,CB,1K,gold non-rare
Beijing Guoan,China PR,Chinese FA Super L. (CHN 1),Alan Douglas Borges de Carvalho,77,ST,900,gold non-rare
Levante UD,Spain,LaLiga Santander,Rubén Rochina Naixes,77,RM,600,gold non-rare
Newcastle Utd,England,Premier League,Jonjo Shelvey,77,CM,550,gold non-rare
Sheffield Utd,Scotland,Premier League,John Fleck,77,CM,550,gold non-rare
Dalian Pro,Venezuela,Chinese FA Super L. (CHN 1),Salomón Rondón,77,ST,400,gold non-rare
FC Schalke 04,Germany,Bundesliga,Sebastian Rudy,77,CM,6K,gold non-rare
Southampton,England,Premier League,Alex McCarthy,77,GK,550,gold non-rare
Al Ahli,Brazil,MBS Pro League (SAU 1),Josef de Souza Dias,77,CDM,0,gold rare
TSG Hoffenheim,Germany,Bundesliga,Benjamin Hübner,77,CB,850,gold non-rare
CA Osasuna,Spain,LaLiga Santander,Aridane Hernández Umpiérrez,77,CB,900,gold non-rare
Leverkusen,Austria,Bundesliga,Julian Baumgartlinger,77,CDM,500,gold non-rare
West Ham,England,Premier League,Aaron Cresswell,77,LB,600,gold non-rare
OL,Brazil,Ligue 1 Conforama,Rafael Pereira da Silva,77,RB,0,gold non-rare
OM,Netherlands,Ligue 1 Conforama,Kevin Strootman,77,CDM,1.4K,gold non-rare
Başakşehir,Turkey,Süper Lig (TUR 1),Mert Günok,77,GK,450,gold non-rare
Torino,Spain,Serie A TIM,Iago Falqué Silva,77,CF,3.5K,gold non-rare
CA Osasuna,Spain,LaLiga Santander,Oier Sanjurjo Maté,77,CDM,1K,gold non-rare
Hellas Verona,Italy,Serie A TIM,Marco Silvestri,77,GK,450,gold non-rare
Brighton,Germany,Premier League,Pascal Groß,77,CM,600,gold non-rare
Parma,Slovakia,Serie A TIM,Juraj Kucka,77,CM,450,gold non-rare
Parma,Italy,Serie A TIM,Luigi Sepe,77,GK,400,gold non-rare
Burnley,Iceland,Premier League,Jóhann Berg Guðmundsson,77,RM,500,gold non-rare
Roma FC,Argentina,Serie A TIM,Javier Pastore,77,CAM,450,gold non-rare
Tianjin TEDA,Brazil,Chinese FA Super L. (CHN 1),Johnathan Aparecido Silva,77,ST,2K,gold rare
Başakşehir,Brazil,Süper Lig (TUR 1),Uílson de Souza Paula Júnior,77,RB,750,gold non-rare
Celtic,Republic of Ireland,Scottish Premiership (SPFL),Shane Duffy,77,CB,500,gold non-rare
TSG Hoffenheim,Germany,Bundesliga,Kevin Vogt,77,CB,800,gold non-rare
SD Eibar,Spain,LaLiga Santander,Enrique García Martínez,77,ST,500,gold non-rare
RCD Espanyol,Uruguay,LaLiga SmartBank (ESP 2),Leandro Cabrera,77,CB,550,gold non-rare
Watford,Argentina,EFL Championship (ENG 2),Roberto Pereyra,77,LM,5.3K,gold non-rare
Bologna,Italy,Serie A TIM,Roberto Soriano,77,CAM,500,gold non-rare
Bologna,Chile,Serie A TIM,Gary Medel,77,CDM,2.9K,gold non-rare
Stade de Reims,France,Ligue 1 Conforama,Xavier Chavalerin,77,CDM,450,gold non-rare
FC Augsburg,Poland,Bundesliga,Rafał Gikiewicz,77,GK,400,gold non-rare
Real Betis,Spain,LaLiga Santander,Martín Montoya Torralbo,77,RB,500,gold non-rare
TSG Hoffenheim,Algeria,Bundesliga,Ishak Belfodil,77,ST,400,gold non-rare
West Ham,Ukraine,Premier League,Andriy Yarmolenko,77,RM,450,gold non-rare
SD Eibar,Spain,LaLiga Santander,Sergi Enrich Ametller,77,ST,500,gold non-rare
Crystal Palace,England,Premier League,Andros Townsend,77,RM,500,gold non-rare
SC Braga,Brazil,Liga NOS (POR 1),Fransérgio Rodrigues Barbosa,77,CM,550,gold non-rare
Uni. Católica,Chile,CONMEBOL Libertadores,José Pedro Fuenzalida,77,RW,700,libertadores_b gold rare
Shanghai Shenhua,Colombia,Chinese FA Super L. (CHN 1),Giovanni Moreno,77,ST,400,gold non-rare
Torino,Italy,Serie A TIM,Simone Verdi,77,CF,800,gold rare
FC Augsburg,Italy,Bundesliga,Daniel Caligiuri,77,RM,550,gold non-rare
Crystal Palace,Ghana,Premier League,Jordan Ayew,77,ST,500,gold non-rare
Hertha Berlin,Belgium,Bundesliga,Dedryck Boyata,77,CB,800,gold rare
Newcastle Utd,France,Premier League,Florian Lejeune,77,CB,0,gold non-rare
FC Schalke 04,France,Bundesliga,Benjamin Stambouli,77,CB,850,gold non-rare
Granada CF,Spain,LaLiga Santander,Germán Sánchez Barahona,77,CB,900,gold non-rare
FC Porto,Portugal,Liga NOS (POR 1),Cláudio Pires de Morais Ramos,77,GK,3.2K,gold non-rare
Sevilla FC,Spain,LaLiga Santander,Sergi Gómez Solà,77,CB,1.3K,gold non-rare
PSV,Germany,Eredivisie (NED 1),Lars Unnerstall,77,GK,550,gold non-rare
Frankfurt,Germany,Bundesliga,Sebastian Rode,77,CDM,550,gold non-rare
1. FC Köln,Germany,Bundesliga,Timo Horn,77,GK,450,gold non-rare
Montpellier,Portugal,Ligue 1 Conforama,Pedro Filipe Teodósio Mendes,77,CB,950,gold non-rare
Hertha Berlin,Czech Republic,Bundesliga,Vladimír Darida,77,CM,450,gold non-rare
Sampdoria,Colombia,Serie A TIM,Jeison Murillo,77,CB,0,gold rare
Sampdoria,Uruguay,Serie A TIM,Gastón Ramírez,77,CAM,500,gold non-rare
SC Freiburg,France,Bundesliga,Jonathan Schmid,77,RB,800,gold rare
Newcastle Utd,Argentina,Premier League,Federico Fernández,77,CB,950,gold non-rare
Sevilla FC,Spain,LaLiga Santander,Aleix Vidal Parreu,77,RM,500,gold non-rare
RCD Espanyol,Spain,LaLiga SmartBank (ESP 2),Sergi Darder Moll,77,CM,500,gold non-rare
Torino,Italy,Serie A TIM,Simone Zaza,77,ST,650,gold non-rare
Southampton,Denmark,Premier League,Jannik Vestergaard,77,CB,650,gold non-rare
Werder Bremen,Germany,Bundesliga,Leonardo Bittencourt,77,RM,650,gold non-rare
Werder Bremen,Netherlands,Bundesliga,Davy Klaassen,77,CM,11.25K,gold non-rare
Newcastle Utd,England,Premier League,Jamaal Lascelles,77,CB,650,gold non-rare
FC Porto,Cape Verde Islands,Liga NOS (POR 1),José Luís Mendes Andrade,77,ST,4.7K,gold non-rare
Olympiacos CFP,Greece,Hellas Liga (GRE 1),Konstantinos Fortounis,77,CAM,400,gold non-rare
RSC Anderlecht,Belgium,1A Pro League (BEL 1),Hendrik Van Crombrugge,77,GK,400,gold non-rare
OM,France,Ligue 1 Conforama,Bouna Sarr,77,RB,4K,gold non-rare
Burnley,England,Premier League,Charlie Taylor,77,LB,550,gold non-rare
Spurs,Argentina,Premier League,Paulo Gazzaniga,77,GK,1.5K,gold non-rare
RC Celta,Turkey,LaLiga Santander,Okay Yokuşlu,77,CDM,1K,gold rare
FC Schalke 04,Serbia,Bundesliga,Matija Nastasić,77,CB,750,gold non-rare
Torino,Italy,Serie A TIM,Daniele Baselli,77,CM,1.7K,gold non-rare
Villarreal CF,Spain,LaLiga Santander,Alberto Moreno Pérez,77,LB,650,gold non-rare
Sporting CP,FYR Macedonia,Liga NOS (POR 1),Stefan Ristovski,77,RB,1.6K,gold rare
Frankfurt,Netherlands,Bundesliga,Jetro Willems,77,LWB,700,gold non-rare
Newcastle Utd,England,Premier League,Isaac Hayden,77,CDM,450,gold non-rare
Valencia CF,Russia,LaLiga Santander,Denis Cheryshev,77,LM,450,gold non-rare
Stade de Reims,Morocco,Ligue 1 Conforama,Yunis Abdelhamid,77,CB,600,gold non-rare
Villarreal CF,Spain,LaLiga Santander,Moisés Gómez Bordonado,77,LM,550,gold non-rare
CA Osasuna,Spain,LaLiga Santander,Roberto Torres Morales,77,RM,550,gold non-rare
Sevilla FC,Argentina,LaLiga Santander,Franco Vázquez,77,CM,650,gold non-rare
Manchester Utd,England,Premier League,Jesse Lingard,77,CAM,1K,gold non-rare
Villarreal CF,Colombia,LaLiga Santander,Carlos Bacca,77,ST,550,gold non-rare
Levante UD,Spain,LaLiga Santander,Roger Martí Salvador,77,ST,500,gold non-rare
Tigres,Argentina,LIGA BBVA MX (MEX 1),Guido Pizarro,77,CDM,700,gold non-rare
Brighton,Netherlands,Premier League,Joël Veltman,77,CB,700,gold non-rare
SL Benfica,Greece,Liga NOS (POR 1),Andreas Samaris,77,CDM,400,gold non-rare
1. FC Köln,Germany,Bundesliga,Jonas Hector,77,CDM,450,gold non-rare
Club Brugge,Angola,1A Pro League (BEL 1),Clinton Mukoni Mata Pedro Lourenço,77,CB,800,gold rare
Stade de Reims,Belgium,Ligue 1 Conforama,Thomas Foket,77,RB,450,gold non-rare
Sevilla FC,Spain,LaLiga Santander,Óliver Torres Muñoz,77,CM,650,gold non-rare
Strasbourg,France,Ligue 1 Conforama,Adrien Thomasson,77,CAM,700,gold non-rare
Roma FC,Brazil,Serie A TIM,Bruno da Silva Peres,77,RB,1.6K,gold rare
M'gladbach,Germany,Bundesliga,Jonas Hofmann,77,CAM,450,gold non-rare
Celtic,Scotland,Scottish Premiership (SPFL),Callum McGregor,77,CDM,700,gold rare
Brighton,France,Premier League,Neal Maupay,77,ST,800,gold non-rare
Slavia Praha,Romania,Česká Liga (CZE 1),Nicolae Stanciu,77,CAM,400,gold non-rare
Strasbourg,France,Ligue 1 Conforama,Alexander Djiku,77,CB,750,gold non-rare
West Ham,Congo DR,Premier League,Arthur Masuaku,77,LB,600,gold non-rare
Udinese,Argentina,Serie A TIM,Rodrigo Javier De Paul,77,CM,750,gold rare
Fulham,Gabon,Premier League,Mario Lemina,77,CM,550,gold non-rare
OGC Nice,France,Ligue 1 Conforama,Wylan Cyprien,77,CM,5.7K,gold rare
Milan,Uruguay,Serie A TIM,Diego Laxalt,77,LM,8.4K,gold non-rare
Granada CF,Spain,LaLiga Santander,Puertas,77,RM,500,gold non-rare
Everton,Nigeria,Premier League,Alex Iwobi,77,LM,650,gold non-rare
OL,Brazil,Ligue 1 Conforama,Thiago Mendes,77,CM,600,gold non-rare
AFC Bournemouth,Colombia,EFL Championship (ENG 2),Jefferson Lerma,77,CDM,500,gold non-rare
Independiente,Argentina,CONMEBOL Sudamericana,Silvio Romero,77,ST,1.1K,sudamericana gold rare
Boca Juniors,Argentina,CONMEBOL Libertadores,Julio Buffarini,77,RB,800,libertadores_b gold rare
Leverkusen,Argentina,Bundesliga,Lucas Alario,77,ST,600,gold non-rare
Levante UD,Portugal,LaLiga Santander,Rúben Vezo,77,CB,800,gold rare
Dinamo Zagreb,Croatia,Liga Hrvatska (CRO 1),Bruno Petković,77,ST,2.7K,gold non-rare
Napoli,Serbia,Serie A TIM,Nikola Maksimovic,77,CB,1K,gold non-rare
Fulham,Serbia,Premier League,Aleksandar Mitrovic,77,ST,500,gold non-rare
OL,Netherlands,Ligue 1 Conforama,Kenny Tete,77,RB,0,gold non-rare
Leverkusen,Netherlands,Bundesliga,Daley Sinkgraven,77,LB,700,gold rare
Fulham,Côte d'Ivoire,Premier League,Jean Michaël Seri,77,CM,900,gold non-rare
Frankfurt,Portugal,Bundesliga,Gonçalo Paciência,77,ST,0,gold non-rare
Leverkusen,Brazil,Bundesliga,Wendell,77,LB,550,gold non-rare
Trabzonspor,Norway,Süper Lig (TUR 1),Alexander Sørloth,77,ST,0,gold non-rare
Lazio,Angola,Serie A TIM,Bartolomeu Quissanga,77,CB,7.4K,gold rare
FC Nantes,Nigeria,Ligue 1 Conforama,Moses Simon,77,LM,750,gold rare
Real Betis,Spain,LaLiga Santander,Álex Moreno,77,LB,750,gold rare
Leicester City,Algeria,Premier League,Islam Slimani,77,ST,2.8K,gold non-rare
V. Guimarães,Brazil,Liga NOS (POR 1),Pedro Henrique,77,CB,9.9K,gold non-rare
AFC Bournemouth,Spain,EFL Championship (ENG 2),Diego Rico,77,LB,550,gold non-rare
Southampton,Poland,Premier League,Jan Bednarek,77,CB,600,gold non-rare
Valencia CF,Spain,LaLiga Santander,Jaume,77,GK,450,gold non-rare
Brentford,Algeria,EFL Championship (ENG 2),Saïd Benrahma,77,LW,2.3K,gold non-rare
Liverpool,Wales,Premier League,Harry Wilson,77,RM,2.9K,gold non-rare
Real Madrid,Dominican Republic,LaLiga Santander,Mariano Díaz Mejía,77,ST,750,gold rare
RC Celta,Uruguay,LaLiga Santander,Lucas Olaza,77,LB,800,gold rare
Athletic Club,Spain,LaLiga Santander,Unai López,77,CM,650,gold non-rare
Leicester City,Belgium,Premier League,Timothy Castagne,77,RM,700,gold rare
Bordeaux,Brazil,Ligue 1 Conforama,Otávio,77,CDM,450,gold non-rare
Racing Club,Chile,CONMEBOL Libertadores,Gabriel Arias,77,GK,700,libertadores_b gold rare
Atalanta,Croatia,Serie A TIM,Mario Pašalic,77,CM,750,gold non-rare
Montpellier,Switzerland,Ligue 1 Conforama,Jonas Omlin,77,GK,400,gold non-rare
Al Ahli,Syria,MBS Pro League (SAU 1),Omar Al Soma,77,ST,400,gold non-rare
Lazio,Montenegro,Serie A TIM,Adam Marušic,77,RM,750,gold rare
Fiorentina,Morocco,Serie A TIM,Sofyan Amrabat,77,CM,700,gold rare
West Ham,England,Premier League,Jarrod Bowen,77,RM,500,gold non-rare
SC Braga,Portugal,Liga NOS (POR 1),Fábio Martins,77,LW,1.2K,gold non-rare
Sassuolo,Côte d'Ivoire,Serie A TIM,Jérémie Boga,77,LM,650,gold non-rare
Everton,England,Premier League,Mason Holgate,77,CB,1.1K,gold non-rare
1. FC Köln,Tunisia,Bundesliga,Ellyes Skhiri,77,CDM,450,gold non-rare
Leverkusen,Germany,Bundesliga,Nadiem Amiri,77,CAM,400,gold non-rare
ASSE,Gabon,Ligue 1 Conforama,Denis Bouanga,77,LM,400,gold non-rare
Norwich,Argentina,EFL Championship (ENG 2),Emiliano Buendía,77,RM,500,gold non-rare
Trabzonspor,Turkey,Süper Lig (TUR 1),Ugurcan Çakir,77,GK,400,gold non-rare
RB Leipzig,Korea Republic,Bundesliga,Hee Chan Hwang,77,ST,800,gold rare
D. Alavés,Spain,LaLiga Santander,Rubén Duarte,77,LB,550,gold non-rare
Fulham,Cameroon,Premier League,André-Franck Zambo Anguissa,77,CM,800,gold rare
FC Porto,Brazil,Liga NOS (POR 1),Tiquinho Soares,77,ST,12.25K,gold non-rare
Sampdoria,Italy,Serie A TIM,Emil Audero,77,GK,400,gold non-rare
R. Valladolid CF,Spain,LaLiga Santander,Toni Villa,77,LM,550,gold non-rare
R. Valladolid CF,Spain,LaLiga Santander,Sergi Guardiola,77,ST,4.8K,gold non-rare
Athletic Club,Spain,LaLiga Santander,Córdoba,77,LW,1.4K,gold non-rare
Spartak Moscow,Russia,League of Russia (RUS 1),Georgiy Dzhikiya,77,CB,800,gold rare
Rennes,France,Ligue 1 Conforama,Faitout Maouassa,77,LB,950,gold non-rare
Stade Brestois 29,France,Ligue 1 Conforama,Gautier Larsonneur,77,GK,500,gold non-rare
Cagliari,Uruguay,Serie A TIM,Nahitan Nández,77,CM,700,gold rare
Hertha Berlin,Belgium,Bundesliga,Dodi Lukebakio,77,RM,650,gold non-rare
Leverkusen,Argentina,Bundesliga,Exequiel Palacios,77,CM,900,gold rare
West Ham,France,Premier League,Issa Diop,77,CB,1.3K,gold non-rare
FC Porto,Japan,Liga NOS (POR 1),Shoya Nakajima,77,LM,3.3K,gold rare
AS Monaco,Nigeria,Ligue 1 Conforama,Henry Onyekuru,77,LM,1.2K,gold rare
SC Braga,Brazil,Liga NOS (POR 1),Bruno Viana,77,CB,1.2K,gold non-rare
RCD Espanyol,Spain,LaLiga SmartBank (ESP 2),Marc Roca,77,CDM,2.7K,gold non-rare
Lazio,Brazil,Serie A TIM,Luiz Felipe,77,CB,1.8K,gold rare
Arsenal,France,Premier League,Mattéo Guendouzi,77,CDM,4K,gold rare
Alanyaspor,Brazil,Süper Lig (TUR 1),Davidson,77,LW,500,gold non-rare
SC Braga,Brazil,Liga NOS (POR 1),Galeno,77,RW,700,gold rare
FC Schalke 04,Turkey,Bundesliga,Ozan Kabak,77,CB,1K,gold rare
River Plate,Uruguay,CONMEBOL Libertadores,Nicolás De la Cruz,77,CM,800,libertadores_b gold rare
Getafe CF,Uruguay,LaLiga Santander,Mathías Olivera,77,LB,500,gold non-rare
FC Porto,Iran,Liga NOS (POR 1),Taremi,77,ST,3K,gold non-rare
SL Benfica,Portugal,Liga NOS (POR 1),Francisco Reis Ferreira,77,CB,2.3K,gold non-rare
LOSC,Canada,Ligue 1 Conforama,Jonathan David,77,ST,1K,gold rare
Sporting CP,Cape Verde Islands,Liga NOS (POR 1),Jovane Cabral,77,LW,700,gold rare
Villarreal CF,Nigeria,LaLiga Santander,Samuel Chukwueze,77,RM,550,gold non-rare
Portland Timbers,Colombia,Major League Soccer (MLS),Yimmi Chará,77,RM,400,gold non-rare
Beşiktaş,Brazil,Süper Lig (TUR 1),Souza,77,CDM,700,gold rare
RC Celta,Colombia,LaLiga Santander,Jeison Murillo,77,CB,900,gold rare
RB Leipzig,Norway,Bundesliga,Alexander Sørloth,77,ST,600,gold non-rare
Başakşehir,Brazil,Süper Lig (TUR 1),Rafael,77,RB,650,gold non-rare
D. Alavés,France,LaLiga Santander,Florian Lejeune,77,CB,750,gold non-rare
Fulham,Netherlands,Premier League,Kenny Tete,77,RB,600,gold non-rare
FC Schalke 04,Portugal,Bundesliga,Gonçalo Mendes Paciência,77,ST,650,gold non-rare
Milan,Italy,Serie A TIM,Sandro Tonali,77,CDM,1.2K,gold rare
Milan,Italy,Serie A TIM,Sandro Tonali,77,CDM,7.4K,otw gold rare
Udinese,Argentina,Serie A TIM,Roberto Pereyra,77,LM,600,gold non-rare
